root,subcategories,entries,link
ن د و,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%AF_%D9%88
ن ذ ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B0_%D8%B1
ن ذ ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B0_%D9%84
ن ز ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B2_%D8%B1
ن ز ع,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B2_%D8%B9
ن ز ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B2_%D9%81
ن ز ل,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B2_%D9%84
ن ز ه,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B2_%D9%87
ن ز و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B2_%D9%88
ن س ء,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D8%A1
ن س ب,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D8%A8
ن س ج,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D8%AC
ن س خ,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D8%AE
ن س ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D8%B1
ن س ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D9%81
ن س ق,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D9%82
ن س ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D9%84
ن س م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D9%85
ن س و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D9%88
ن س ي,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B3_%D9%8A
ن ش ء,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B4_%D8%A1
ن ش ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B4_%D8%A8
ن ش د,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B4_%D8%AF
ن ش ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B4_%D8%B1
ن ش ط,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B4_%D8%B7
ن ش ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B4_%D9%81
ن ش ق,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B4_%D9%82
ن ش و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B4_%D9%88
ن ص ب,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D8%A8
ن ص ت,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D8%AA
ن ص ح,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D8%AD
ن ص ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D8%B1
ن ص ص,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D8%B5
ن ص ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D8%B9
ن ص ف,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D9%81
ن ص ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D9%84
ن ص و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B5_%D9%88
ن ض ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B6_%D8%A8
ن ض ج,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B6_%D8%AC
ن ض ح,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B6_%D8%AD
ن ض د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B6_%D8%AF
ن ض ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B6_%D8%B1
ن ض ض,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B6_%D8%B6
ن ض ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B6_%D9%84
ن ض و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B6_%D9%88
ن ط ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B7_%D8%B7
ن ط ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B7_%D9%81
ن ط ق,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B7_%D9%82
ن ط ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B7_%D9%84
ن ظ ر,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B8_%D8%B1
ن ظ ف,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B8_%D9%81
ن ظ م,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B8_%D9%85
ن ع ت,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B9_%D8%AA
ن ع ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B9_%D8%B1
ن ع س,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B9_%D8%B3
ن ع ش,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B9_%D8%B4
ن ع ظ,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B9_%D8%B8
ن ع ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B9_%D9%84
ن ع م,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%B9_%D9%85
ن غ ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%BA_%D8%B1
ن غ ش,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%BA_%D8%B4
ن غ ص,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%BA_%D8%B5
ن غ م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D8%BA_%D9%85
ن ف ث,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%AB
ن ف ح,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%AD
ن ف خ,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%AE
ن ف د,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%AF
ن ف ذ,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%B0
ن ف ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%B1
ن ف س,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%B3
ن ف ض,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%B6
ن ف ع,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D8%B9
ن ف ق,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D9%82
ن ف ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D9%84
ن ف ي,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%81_%D9%8A
ن ق ب,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%A8
ن ق د,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%AF
ن ق ذ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%B0
ن ق ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%B1
ن ق ش,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%B4
ن ق ص,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%B5
ن ق ض,0,14,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%B6
ن ق ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%B7
ن ق ع,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D8%B9
ن ق ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D9%82
ن ق ل,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D9%84
ن ق م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D9%85
ن ق و,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D9%88
ن ق ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%82_%D9%8A
ن ك ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D8%A8
ن ك ح,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D8%AD
ن ك د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D8%AF
ن ك ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D8%B1
ن ك س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D8%B3
ن ك ش,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D8%B4
ن ك ص,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D8%B5
ن ك ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D9%81
ن ك ه,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%83_%D9%87
ن م ش,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%85_%D8%B4
ن م ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%85_%D9%82
ن م ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%85_%D9%84
ن م م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%85_%D9%85
ن م و,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%85_%D9%88
ن م ي,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%85_%D9%8A
ن ه ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D8%A8
ن ه ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D8%AC
ن ه د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D8%AF
ن ه ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D8%B1
ن ه ز,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D8%B2
ن ه ض,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D8%B6
ن ه ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D9%82
ن ه ك,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D9%83
ن ه ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D9%84
ن ه ي,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%87_%D9%8A
ن و ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D8%A8
ن و خ,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D8%AE
ن و ر,0,14,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D8%B1
ن و س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D8%B3
ن و ش,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D8%B4
ن و ص,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D8%B5
ن و ط,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D8%B7
ن و ع,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D8%B9
ن و ف,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D9%81
ن و ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D9%82
ن و ل,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D9%84
ن و م,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D9%85
ن و ه,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D9%87
ن و ي,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%88_%D9%8A
ن ي ء,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%8A_%D8%A1
ن ي ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%8A_%D8%A8
ن ي ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%86_%D9%8A_%D9%84
ه ب ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%A8_%D8%A8
ه ب ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%A8_%D8%B1
ه ب ط,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%A8_%D8%B7
ه ب ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%A8_%D9%84
ه ب و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%A8_%D9%88
ه ت ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AA_%D9%81
ه ت ك,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AA_%D9%83
ه ج د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AC_%D8%AF
ه ج ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AC_%D8%B1
ه ج س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AC_%D8%B3
ه ج م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AC_%D9%85
ه ج ن,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AC_%D9%86
ه ج و,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AC_%D9%88
ه د ء,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D8%A1
ه د ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D8%A8
ه د ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D8%AC
ه د د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D8%AF
ه د ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D8%B1
ه د ف,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D9%81
ه د ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D9%84
ه د م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D9%85
ه د ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D9%86
ه د ي,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%AF_%D9%8A
ه ذ ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B0_%D8%A8
ه ذ ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B0_%D8%B1
ه ذ ي,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B0_%D9%8A
ه ر ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B1_%D8%A8
ه ر ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B1_%D8%AC
ه ر ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B1_%D8%B1
ه ر س,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B1_%D8%B3
ه ر ش,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B1_%D8%B4
ه ر م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B1_%D9%85
ه ر و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B1_%D9%88
ه ز ء,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B2_%D8%A1
ه ز ج,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B2_%D8%AC
ه ز ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B2_%D8%B1
ه ز ز,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B2_%D8%B2
ه ز ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B2_%D8%B9
ه ز ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B2_%D9%84
ه ز م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B2_%D9%85
ه س س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B3_%D8%B3
ه ش م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B4_%D9%85
ه ص ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B5_%D8%B1
ه ض ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B6_%D8%A8
ه ض م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B6_%D9%85
ه ط ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D8%B7_%D9%84
ه ف و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%81_%D9%88
ه ك م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%83_%D9%85
ه ل ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%84_%D8%B9
ه ل ك,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%84_%D9%83
ه ل ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%84_%D9%84
ه ل ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%84_%D9%86
ه م ج,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%85_%D8%AC
ه م د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%85_%D8%AF
ه م ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%85_%D8%B1
ه م ز,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%85_%D8%B2
ه م س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%85_%D8%B3
ه م ك,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%85_%D9%83
ه م ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%85_%D9%84
ه م م,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%85_%D9%85
ه ن ء,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%86_%D8%A1
ه و ج,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%88_%D8%AC
ه و د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%88_%D8%AF
ه و ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%88_%D8%B1
ه و س,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%88_%D8%B3
ه و ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%88_%D9%84
ه و م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%88_%D9%85
ه و ن,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%88_%D9%86
ه و ي,0,15,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%88_%D9%8A
ه ي ء,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%8A_%D8%A1
ه ي ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%8A_%D8%A8
ه ي ج,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D9%87_%D9%8A_%D8%AC
